Test Name,Year,Session,Subject,Number,Question,Option 1,Option 2,Option 3,Option 4,Answer,문제번호,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,비용($),예측답,정답여부,모델응답,프롬프트,Question_image,Law,무작위값
소방설비기사(기계분야),2009,1,소방유체역학,37,"피토관을 사용하여 일정 속도로 흐르고 있는 물의 유속(V)을 측정하기 위해, 그림과 같이 비중 S인 유체를 갖는 액주계를 설치하였다. S=2일 때 액주의 높이 차이가 H=h가 되면, S=3일 때 액주의 높이 차(H)는 얼마가 되는가?",h/9,$\sqrt{3}/3 h$,h/3,h/2,4,82,GPT-4o Mini,300,40,0,48.78,73.77,0.85,137,1,138,매우 낮음,2.1e-05,3,False,3,"문제: 피토관을 사용하여 일정 속도로 흐르고 있는 물의 유속(V)을 측정하기 위해, 그림과 같이 비중 S인 유체를 갖는 액주계를 설치하였다. S=2일 때 액주의 높이 차이가 H=h가 되면, S=3일 때 액주의 높이 차(H)는 얼마가 되는가?

선택지:
1. h/9
2. $\sqrt{3}/3 h$
3. h/3
4. h/2

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",O,,0.33857014
소방설비기사(기계분야),2010,4,소방원론,20,물의 기화열이 539cal인 것은 어떤 의미인가?,0℃의 물 1g이 얼음으로 변화하는데 539cal의 열량이 필요하다.,0℃의 얼음 1g이 물로 변화하는데 539cal의 열량이 필요하다.,0℃의 물 1g이 100℃의 물로 변화하는데 539cal의 열량이 필요하다.,100℃의 물 1g이 수증기로 변화하는데 539cal의 열량이 필요하다.,4,83,GPT-4o Mini,300,41,0,49.4,74.53,0.75,160,1,161,매우 낮음,2.5e-05,4,True,4,"문제: 물의 기화열이 539cal인 것은 어떤 의미인가?

선택지:
1. 0℃의 물 1g이 얼음으로 변화하는데 539cal의 열량이 필요하다.
2. 0℃의 얼음 1g이 물로 변화하는데 539cal의 열량이 필요하다.
3. 0℃의 물 1g이 100℃의 물로 변화하는데 539cal의 열량이 필요하다.
4. 100℃의 물 1g이 수증기로 변화하는데 539cal의 열량이 필요하다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.560282497
소방설비기사(기계분야),2017,2,소방관계법규,60,지하층을 포함한 층수가 16층 이상 40층 미만인 특정소방대상물의 소방시설 공사현장에 배치하여야 할 소방공사 책임감리원의 배치기준으로 옳은 것은?,총리령으로 정하는 특급감리원 중 소방기술사,총리령으로 정하는 특급감리원 이상의 소방공사 감리원(기계분야 및 전기분야),총리령으로 정하는 고급감리원 이상의 소방공사 감리원(기계분야 및 전기분야),총리령으로 정허는 중급감리원 이상의 소방공사 감리원(기계분야 및 전기분야),2,84,GPT-4o Mini,300,42,0,50.0,75.15,0.62,208,1,209,매우 낮음,3.2e-05,2,True,2,"문제: 지하층을 포함한 층수가 16층 이상 40층 미만인 특정소방대상물의 소방시설 공사현장에 배치하여야 할 소방공사 책임감리원의 배치기준으로 옳은 것은?

선택지:
1. 총리령으로 정하는 특급감리원 중 소방기술사
2. 총리령으로 정하는 특급감리원 이상의 소방공사 감리원(기계분야 및 전기분야)
3. 총리령으로 정하는 고급감리원 이상의 소방공사 감리원(기계분야 및 전기분야)
4. 총리령으로 정허는 중급감리원 이상의 소방공사 감리원(기계분야 및 전기분야)

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,O,0.059463715
소방설비기사(기계분야),2021,4,소방관계법규,43,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 관리업자가 소방시설등의 점검을 마친 후 점검기록표에 기록하고 이를 해당 특정소방대상물에 부착하여야 하나 이를 위반하고 점검기록표를 거짓으로 작성하거나 해당 특정소방대상물에 부착하지 아니하였을 경우 벌칙 기준은?",100만원 이하의 벌금,200만원 이하의 벌금,300만원 이하의 벌금,500만원 이하의 벌금,3,85,GPT-4o Mini,300,42,0,49.41,76.31,1.15,166,1,167,매우 낮음,2.5e-05,2,False,2,"문제: 화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 관리업자가 소방시설등의 점검을 마친 후 점검기록표에 기록하고 이를 해당 특정소방대상물에 부착하여야 하나 이를 위반하고 점검기록표를 거짓으로 작성하거나 해당 특정소방대상물에 부착하지 아니하였을 경우 벌칙 기준은?

선택지:
1. 100만원 이하의 벌금
2. 200만원 이하의 벌금
3. 300만원 이하의 벌금
4. 500만원 이하의 벌금

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,O,0.960420526
소방설비기사(기계분야),2010,2,소방기계시설의 구조 및 원리,62,소화용수가 지표면으로부터 내부수조바닥까지의 깊이가 몇 m 이상인 지하에 있는 경우에 가압송수장치를 설치해야 하는가?,4,4.5,5,5.5,2,86,GPT-4o Mini,300,42,0,48.84,76.98,0.67,97,1,98,매우 낮음,1.5e-05,3,False,3,"문제: 소화용수가 지표면으로부터 내부수조바닥까지의 깊이가 몇 m 이상인 지하에 있는 경우에 가압송수장치를 설치해야 하는가?

선택지:
1. 4
2. 4.5
3. 5
4. 5.5

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.608781171
소방설비기사(기계분야),2005,2,소방유체역학,38,"판의 절대온도 T가 시간 t에 따라 T=Ct$^{1/4}$ 로 변하고 있다. 여기서 C 는 상수이다. 이 판의 흑체방사도는 시간에 따라 어떻게 변하는가? (단, σ는 Stefan-Boltzman 상수이다.)",σC,σC$^4$,σC$^4$ t,σ$^4$C$^4$ t,3,87,GPT-4o Mini,300,43,0,49.43,77.76,0.78,137,1,138,매우 낮음,2.1e-05,3,True,3,"문제: 판의 절대온도 T가 시간 t에 따라 T=Ct$^{1/4}$ 로 변하고 있다. 여기서 C 는 상수이다. 이 판의 흑체방사도는 시간에 따라 어떻게 변하는가? (단, σ는 Stefan-Boltzman 상수이다.)

선택지:
1. σC
2. σC$^4$
3. σC$^4$ t
4. σ$^4$C$^4$ t

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.379680312
소방설비기사(기계분야),2017,1,소방관계법규,44,지정수량 미만인 위험물의 저장 또는 취급에 관한 기술상의 기준은 무엇으로 정하는가?,대통령령,총리령,국민안전처장관령,시∙도의 조례,4,88,GPT-4o Mini,300,43,0,48.86,78.32,0.56,88,1,89,매우 낮음,1.4e-05,1,False,1,"문제: 지정수량 미만인 위험물의 저장 또는 취급에 관한 기술상의 기준은 무엇으로 정하는가?

선택지:
1. 대통령령
2. 총리령
3. 국민안전처장관령
4. 시∙도의 조례

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.729286294
소방설비기사(기계분야),2012,2,소방원론,13,주된 연소 형태가 표면연소인 가연물로만 나열된 것은?,"숯, 목탄","석탄, 종이","나프탈렌, 파라핀","니트로셀룰로오스, 질화면",1,89,GPT-4o Mini,300,44,0,49.44,79.18,0.86,99,1,100,매우 낮음,1.5e-05,1,True,1,"문제: 주된 연소 형태가 표면연소인 가연물로만 나열된 것은?

선택지:
1. 숯, 목탄
2. 석탄, 종이
3. 나프탈렌, 파라핀
4. 니트로셀룰로오스, 질화면

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.91226684
소방설비기사(기계분야),2007,4,소방원론,9,다음 중 인화성 액체의 화재가 해당되는 것은?,A급 화재,B급 화재,C급 화재,D급 화재,2,90,GPT-4o Mini,300,45,0,50.0,80.03,0.84,77,1,78,매우 낮음,1.2e-05,2,True,2,"문제: 다음 중 인화성 액체의 화재가 해당되는 것은?

선택지:
1. A급 화재
2. B급 화재
3. C급 화재
4. D급 화재

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.213294717
소방설비기사(기계분야),2018,4,소방유체역학,38,"지름 2cm의 금속 공은 선풍기를 켠 상태에서 냉각하고, 지름 4cm의 금속 공은 선풍기를 끄고 냉각할 때 동일 시간당 발생하는 대류 열전달량의 비(2cm 공 : 4cm 공)는? (단, 두 경우 온도차는 같고, 선풍기를 켜면 대류 열전달계수가 10배가 된다고 가정한다.)",01:00.3,01:00.4,1:05,1:10,2,91,GPT-4o Mini,300,45,0,49.45,80.86,0.83,168,1,169,매우 낮음,2.6e-05,3,False,3,"문제: 지름 2cm의 금속 공은 선풍기를 켠 상태에서 냉각하고, 지름 4cm의 금속 공은 선풍기를 끄고 냉각할 때 동일 시간당 발생하는 대류 열전달량의 비(2cm 공 : 4cm 공)는? (단, 두 경우 온도차는 같고, 선풍기를 켜면 대류 열전달계수가 10배가 된다고 가정한다.)

선택지:
1. 01:00.3
2. 01:00.4
3. 1:05
4. 1:10

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.677571051
소방설비기사(기계분야),2009,4,소방원론,19,공기의 요동이 심하면 불꽃이 노즐에 정착하지 못하고 떨어지게 되어 꺼지는 현상을 무엇이라 하는가?,역화,블로우 오프,불완전 연소,플래쉬 오버,2,92,GPT-4o Mini,300,46,0,50.0,81.6,0.74,95,1,96,매우 낮음,1.5e-05,2,True,2,"문제: 공기의 요동이 심하면 불꽃이 노즐에 정착하지 못하고 떨어지게 되어 꺼지는 현상을 무엇이라 하는가?

선택지:
1. 역화
2. 블로우 오프
3. 불완전 연소
4. 플래쉬 오버

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.637247838
소방설비기사(기계분야),2016,1,소방기계시설의 구조 및 원리,67,경사강하식구조대의 구조에 대한 설명으로 틀린 것은?,구조대 본체는 강하방향으로 봉합부가 설치되어야 한다.,입구틀 및 취부틀의 입구는 지름 50cm 이상의 구체가 통과할 수 있어야 한다.,손잡이는 출구부근에 좌우 각3개 이상 균일한 간격으로 견고하게 부착하여야 한다.,구조대 본체의 활강부는 낙하방지를 위해 포를 2중 구조로 하거나 또는 망목의 변의 길이가 8cm 이하인 망을 설치하여야 한다.,1,93,GPT-4o Mini,300,46,0,49.46,82.3,0.69,184,1,185,매우 낮음,2.8e-05,2,False,2,"문제: 경사강하식구조대의 구조에 대한 설명으로 틀린 것은?

선택지:
1. 구조대 본체는 강하방향으로 봉합부가 설치되어야 한다.
2. 입구틀 및 취부틀의 입구는 지름 50cm 이상의 구체가 통과할 수 있어야 한다.
3. 손잡이는 출구부근에 좌우 각3개 이상 균일한 간격으로 견고하게 부착하여야 한다.
4. 구조대 본체의 활강부는 낙하방지를 위해 포를 2중 구조로 하거나 또는 망목의 변의 길이가 8cm 이하인 망을 설치하여야 한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.460431771
소방설비기사(기계분야),2018,4,소방원론,16,피난로의 안전구획 중 2차 안전구획에 속하는 것은?,복도,계단부속실(계단전실),계단,피난층에서 외부와 직면한 현관,2,94,GPT-4o Mini,300,47,0,50.0,83.58,1.28,91,1,92,매우 낮음,1.4e-05,2,True,2,"문제: 피난로의 안전구획 중 2차 안전구획에 속하는 것은?

선택지:
1. 복도
2. 계단부속실(계단전실)
3. 계단
4. 피난층에서 외부와 직면한 현관

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.846340431
소방설비기사(기계분야),2015,4,소방원론,12,물리적 소화방법이 아닌 것은?,연쇄반응의 억제에 의한 방법,냉각에 의한 방법,공기와의 접촉 차단에 의한 방법,가연물 제거에 의한 방법,1,95,GPT-4o Mini,300,48,0,50.53,84.61,1.03,95,1,96,매우 낮음,1.5e-05,1,True,1,"문제: 물리적 소화방법이 아닌 것은?

선택지:
1. 연쇄반응의 억제에 의한 방법
2. 냉각에 의한 방법
3. 공기와의 접촉 차단에 의한 방법
4. 가연물 제거에 의한 방법

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.152103537
소방설비기사(기계분야),2012,2,소방기계시설의 구조 및 원리,65,다음은 물 분무소화설비의 가압송수장치에 관한 화재안전기준이다. 틀린 것은?,가압송수장치가 기동이 된 경우에는 자동으로 정지되지 아니하도록 하여야 한다.,가압송수장치(충압펌프 포함)에는 순환배관을 설치하여야 한다.,가압송수장치에는 펌프의 성능을 시험하기 위한 배관을 설치하여야 한다.,"가압송수장치는 점검이 편리하고, 화재 등의 재해로 인한 피해를 받을 우려가 없는 곳에 설치하여야 한다.",2,96,GPT-4o Mini,300,48,0,50.0,85.29,0.67,183,1,184,매우 낮음,2.8e-05,1,False,1,"문제: 다음은 물 분무소화설비의 가압송수장치에 관한 화재안전기준이다. 틀린 것은?

선택지:
1. 가압송수장치가 기동이 된 경우에는 자동으로 정지되지 아니하도록 하여야 한다.
2. 가압송수장치(충압펌프 포함)에는 순환배관을 설치하여야 한다.
3. 가압송수장치에는 펌프의 성능을 시험하기 위한 배관을 설치하여야 한다.
4. 가압송수장치는 점검이 편리하고, 화재 등의 재해로 인한 피해를 받을 우려가 없는 곳에 설치하여야 한다.

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.713672807
소방설비기사(기계분야),2011,4,소방원론,4,"메탄 80vol%, 에탄 15vol%, 프로판 5vol% 인 혼합가스의 공기 중 폭발 하한계는 약 몇 vol% 인가? (단, 메탄, 에탄 프로판의 공기 중 폭발 하한계는 5.0%, 3.0%, 2.1% 이다.)",3.23,3.61,4.02,4.28,4,97,GPT-4o Mini,300,48,0,49.48,86.69,1.4,140,1,141,매우 낮음,2.2e-05,3,False,3,"문제: 메탄 80vol%, 에탄 15vol%, 프로판 5vol% 인 혼합가스의 공기 중 폭발 하한계는 약 몇 vol% 인가? (단, 메탄, 에탄 프로판의 공기 중 폭발 하한계는 5.0%, 3.0%, 2.1% 이다.)

선택지:
1. 3.23
2. 3.61
3. 4.02
4. 4.28

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.635077566
소방설비기사(기계분야),2010,2,소방기계시설의 구조 및 원리,71,아파트에 설치하는 자동식 소화기의 설치기준 중 부적합한 것은?,아파트의 각 세대별 주방에 설치한다.,소화약제 방출구는 환기구의 청소부분과 분리되어 있어야 한다.,자동식 소화기에 사용하는 가스누설 경보 차단장치는 감지부와 1m 이내에 위치한다.,"자동식 소화기의 탐지부는 수신부와 분리하여 설치하되, 공기보다 무거운 가스 사용시는 바닥에 30cm 이하에 위치한다.)",3,98,GPT-4o Mini,300,48,0,48.98,87.31,0.62,168,1,169,매우 낮음,2.6e-05,1,False,1,"문제: 아파트에 설치하는 자동식 소화기의 설치기준 중 부적합한 것은?

선택지:
1. 아파트의 각 세대별 주방에 설치한다.
2. 소화약제 방출구는 환기구의 청소부분과 분리되어 있어야 한다.
3. 자동식 소화기에 사용하는 가스누설 경보 차단장치는 감지부와 1m 이내에 위치한다.
4. 자동식 소화기의 탐지부는 수신부와 분리하여 설치하되, 공기보다 무거운 가스 사용시는 바닥에 30cm 이하에 위치한다.)

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.620048097
소방설비기사(기계분야),2005,2,소방유체역학,25,한계 산소농도(% O$_2$)를 알 경우에 이산화탄소의 이론적 최소 소화농도(% CO$_2$)를 구하는 식으로 맞는 것은?,$\\%CO_2 = \\frac{(23 - \\% O_2)}{23} \\times 100$,$\\%CO_2 = \\frac{(21 - \\% O_2)}{21} \\times 100$,$\\%CO_2 = \\frac{(79 - \\% O_2)}{79} \\times 100$,$\\%CO_2 = \\frac{(34 - \\% O_2)}{34} \\times 100$,2,99,GPT-4o Mini,300,48,0,48.48,88.45,1.15,195,1,196,매우 낮음,3e-05,1,False,1,"문제: 한계 산소농도(% O$_2$)를 알 경우에 이산화탄소의 이론적 최소 소화농도(% CO$_2$)를 구하는 식으로 맞는 것은?

선택지:
1. $\\%CO_2 = \\frac{(23 - \\% O_2)}{23} \\times 100$
2. $\\%CO_2 = \\frac{(21 - \\% O_2)}{21} \\times 100$
3. $\\%CO_2 = \\frac{(79 - \\% O_2)}{79} \\times 100$
4. $\\%CO_2 = \\frac{(34 - \\% O_2)}{34} \\times 100$

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",O,,0.207369274
소방설비기사(기계분야),2005,2,소방관계법규,53,다음 중 소방시설관리업의 보조 기술인력으로 등록할 수 없는 자는?,소방설비기사,산업안전기사,소방설비산업기사,소방공무원 3년 이상 근무 경력자로 소방시설 인정자격수첩을 교부 받은 자,2,100,GPT-4o Mini,300,49,0,49.0,89.01,0.55,111,1,112,매우 낮음,1.7e-05,2,True,2,"문제: 다음 중 소방시설관리업의 보조 기술인력으로 등록할 수 없는 자는?

선택지:
1. 소방설비기사
2. 산업안전기사
3. 소방설비산업기사
4. 소방공무원 3년 이상 근무 경력자로 소방시설 인정자격수첩을 교부 받은 자

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.132222827
소방설비기사(기계분야),2013,4,소방원론,19,화재 분류에서 C급 화재에 해당하는 것은?,전기화재,차량화재,일반화재,유류화재,1,101,GPT-4o Mini,300,50,0,49.5,89.64,0.63,74,1,75,매우 낮음,1.2e-05,1,True,1,"문제: 화재 분류에서 C급 화재에 해당하는 것은?

선택지:
1. 전기화재
2. 차량화재
3. 일반화재
4. 유류화재

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.829480258
소방설비기사(기계분야),2010,2,소방관계법규,42,건축허가등의 동의 대상물의 범위로 옳지 않은 것은?,연면적 400 제곱미터 이상인 건축물,항공기 격납고,방송용 송ㆍ수신탑,지하층 또는 무창층이 있는 건축물로서 바닥면적이 50 제곱미터 이상인 층이 있는 것,4,102,GPT-4o Mini,300,51,0,50.0,90.58,0.94,129,1,130,매우 낮음,2e-05,4,True,4,"문제: 건축허가등의 동의 대상물의 범위로 옳지 않은 것은?

선택지:
1. 연면적 400 제곱미터 이상인 건축물
2. 항공기 격납고
3. 방송용 송ㆍ수신탑
4. 지하층 또는 무창층이 있는 건축물로서 바닥면적이 50 제곱미터 이상인 층이 있는 것

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.149273827
소방설비기사(기계분야),2004,1,소방유체역학,29,제 2종 분말 소화약제가 열분해 되었을때 생성되는 물질이 아닌 것은 ?,CO$_2$,H$_2$O,H$_3$PO$_4$,K$_2$CO$_3$,3,103,GPT-4o Mini,300,52,0,50.49,91.21,0.62,92,1,93,매우 낮음,1.4e-05,3,True,3,"문제: 제 2종 분말 소화약제가 열분해 되었을때 생성되는 물질이 아닌 것은 ?

선택지:
1. CO$_2$
2. H$_2$O
3. H$_3$PO$_4$
4. K$_2$CO$_3$

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.111683165
소방설비기사(기계분야),2005,2,소방유체역학,33,"어떤 액체의 비중을 측정하기 위하여 납으로 만든 추(무게 4 N, 체적 1.29×10$^{-4}$ m$^3$)를 액체 중에 넣고 무게를 재었더니 2.97 N이었다. 이 액체의 비중은 얼마인가? (단, 물의 비중량은 9800 N/m$^3$이다.)",8.15,4.08,1.63,0.815,4,104,GPT-4o Mini,300,52,0,50.0,91.86,0.65,155,1,156,매우 낮음,2.4e-05,1,False,1,"문제: 어떤 액체의 비중을 측정하기 위하여 납으로 만든 추(무게 4 N, 체적 1.29×10$^{-4}$ m$^3$)를 액체 중에 넣고 무게를 재었더니 2.97 N이었다. 이 액체의 비중은 얼마인가? (단, 물의 비중량은 9800 N/m$^3$이다.)

선택지:
1. 8.15
2. 4.08
3. 1.63
4. 0.815

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.133805098
소방설비기사(기계분야),2005,1,소방원론,5,중앙코너방식으로 피난자의 집중으로 패닉현상이 일어날 우려가 있는 형태는 어떤 형인가?,T형,X형,Z형,H형,4,105,GPT-4o Mini,300,52,0,49.52,92.86,1.0,82,1,83,매우 낮음,1.3e-05,2,False,2,"문제: 중앙코너방식으로 피난자의 집중으로 패닉현상이 일어날 우려가 있는 형태는 어떤 형인가?

선택지:
1. T형
2. X형
3. Z형
4. H형

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.565017308
소방설비기사(기계분야),2022,2,소방관계법규,55,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 건축허가 등을 할 때 미리 소방본부장 또는 소방서장의 동의를 받아야 하는 건축물 등의 범위기준이 아닌 것은?",노유자시설 및 수련시설로서 연면적 100m² 이상인 건축물,지하층 또는 무창층이 있는 건축물로서 바닥면적이 150m² 이상인 층이 있는 것,차고·주차장으로 사용되는 바닥면적이 200m² 이상인 층이 있는 건축물이나 주차시설,장애인 의료재활시설로서 연면적 300m² 이상인 건축물,1,106,GPT-4o Mini,300,52,0,49.06,93.58,0.73,205,1,206,매우 낮음,3.1e-05,4,False,4,"문제: 화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 건축허가 등을 할 때 미리 소방본부장 또는 소방서장의 동의를 받아야 하는 건축물 등의 범위기준이 아닌 것은?

선택지:
1. 노유자시설 및 수련시설로서 연면적 100m² 이상인 건축물
2. 지하층 또는 무창층이 있는 건축물로서 바닥면적이 150m² 이상인 층이 있는 것
3. 차고·주차장으로 사용되는 바닥면적이 200m² 이상인 층이 있는 건축물이나 주차시설
4. 장애인 의료재활시설로서 연면적 300m² 이상인 건축물

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,O,0.681187602
소방설비기사(기계분야),2022,1,소방유체역학,28,"물분무 소화설비의 가압송수장치로 전동기 구동형 펌프를 사용하였다. 펌프의 토출량 800L/min, 전양정 50m, 효율 0.65, 전달계수 1.1인 경우 적당한 전동기 용량은 몇 kW인가?",4.2,4.7,10,11.1,4,107,GPT-4o Mini,300,52,0,48.6,94.32,0.73,137,1,138,매우 낮음,2.1e-05,2,False,2,"문제: 물분무 소화설비의 가압송수장치로 전동기 구동형 펌프를 사용하였다. 펌프의 토출량 800L/min, 전양정 50m, 효율 0.65, 전달계수 1.1인 경우 적당한 전동기 용량은 몇 kW인가?

선택지:
1. 4.2
2. 4.7
3. 10
4. 11.1

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.167771676
소방설비기사(기계분야),2007,4,소방기계시설의 구조 및 원리,61,스프링클러설비의 화재안전기준 상 소방 대상물의 층마다 설치하는 스프링클러설비의 제어밸브는 그 층 바닥면으로부터 몇 m 높이에 설치하여야 하는가?,0.8 이상 1.5 이하,0.5 이상 1.0 이하,0.3 이상 1.3 이하,1.0 이상 2.0 이하,1,108,GPT-4o Mini,300,53,0,49.07,94.9,0.59,143,1,144,매우 낮음,2.2e-05,1,True,1,"문제: 스프링클러설비의 화재안전기준 상 소방 대상물의 층마다 설치하는 스프링클러설비의 제어밸브는 그 층 바닥면으로부터 몇 m 높이에 설치하여야 하는가?

선택지:
1. 0.8 이상 1.5 이하
2. 0.5 이상 1.0 이하
3. 0.3 이상 1.3 이하
4. 1.0 이상 2.0 이하

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.07399903
소방설비기사(기계분야),2021,4,소방기계시설의 구조 및 원리,79,물분무소화설비의 화재안전기준상 물분무헤드를 설치하지 아니할 수 있는 장소의 기준 중 다음 ( ) 안에 알맞은 것은?,160,200,260,300,3,109,GPT-4o Mini,300,53,0,48.62,95.39,0.49,94,1,95,매우 낮음,1.5e-05,2,False,2,"문제: 물분무소화설비의 화재안전기준상 물분무헤드를 설치하지 아니할 수 있는 장소의 기준 중 다음 ( ) 안에 알맞은 것은?

선택지:
1. 160
2. 200
3. 260
4. 300

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",O,,0.372329447
소방설비기사(기계분야),2003,2,소방기계시설의 구조 및 원리,62,"간이소화용구인 마른모래 50ℓ, 5 포와 삽을 비치한 상태 일 때 능력단위는 얼마인가?",1.5 단위,2 단위,2.5 단위,4 단위,3,110,GPT-4o Mini,300,53,0,48.18,96.08,0.69,103,1,104,매우 낮음,1.6e-05,2,False,2,"문제: 간이소화용구인 마른모래 50ℓ, 5 포와 삽을 비치한 상태 일 때 능력단위는 얼마인가?

선택지:
1. 1.5 단위
2. 2 단위
3. 2.5 단위
4. 4 단위

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.395731668
소방설비기사(기계분야),2016,4,소방기계시설의 구조 및 원리,69,"전역방출방식 고발포용 고정포방출구의 설치기준으로 옳은 것은? (단, 해당 방호구역에서 외부로 새는 양 이상의 포수용액을 유효하게 추가하여 방출하는 설비가 있는 경우는 제외한다.)",고정포방출구는 바닥면적 $600m^2$마다 1개 이상으로 할 것,고정포방출구는 방호대상물의 최고부분보다 낮은 위치에 설치할 것,개구부에 자동폐쇄장치를 설치할 것,특정소방대상물 및 포의 팽창비에 따른 종별에 관계없이 해당 방호구역의 관포체적 $1m^3$에 대한 1분당 포수용액 방출량은 1L 이상으로 할 것,3,111,GPT-4o Mini,300,53,0,47.75,97.37,1.28,227,1,228,매우 낮음,3.5e-05,4,False,4,"문제: 전역방출방식 고발포용 고정포방출구의 설치기준으로 옳은 것은? (단, 해당 방호구역에서 외부로 새는 양 이상의 포수용액을 유효하게 추가하여 방출하는 설비가 있는 경우는 제외한다.)

선택지:
1. 고정포방출구는 바닥면적 $600m^2$마다 1개 이상으로 할 것
2. 고정포방출구는 방호대상물의 최고부분보다 낮은 위치에 설치할 것
3. 개구부에 자동폐쇄장치를 설치할 것
4. 특정소방대상물 및 포의 팽창비에 따른 종별에 관계없이 해당 방호구역의 관포체적 $1m^3$에 대한 1분당 포수용액 방출량은 1L 이상으로 할 것

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.654517421
소방설비기사(기계분야),2015,4,소방원론,5,다음 물질 중 공기에서 위험도(H)가 가장 큰 것은?,에테르,수소,에틸렌,프로판,1,112,GPT-4o Mini,300,54,0,48.21,98.03,0.66,72,1,73,매우 낮음,1.1e-05,1,True,1,"문제: 다음 물질 중 공기에서 위험도(H)가 가장 큰 것은?

선택지:
1. 에테르
2. 수소
3. 에틸렌
4. 프로판

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.167442363
소방설비기사(기계분야),2004,2,소방기계시설의 구조 및 원리,77,"가로6m, 세로6m, 높이4m의 윗면이 개방된 각형 경유저장탱크에 1종분말약제를 사용하여 국소방출방식의 분말소화설비를 설치 할 경우 약제저장량(kg)으로 맞는 것은?",316.8,348.48,205.92,142.56,2,113,GPT-4o Mini,300,55,0,48.67,98.83,0.79,133,1,134,매우 낮음,2.1e-05,2,True,2,"문제: 가로6m, 세로6m, 높이4m의 윗면이 개방된 각형 경유저장탱크에 1종분말약제를 사용하여 국소방출방식의 분말소화설비를 설치 할 경우 약제저장량(kg)으로 맞는 것은?

선택지:
1. 316.8
2. 348.48
3. 205.92
4. 142.56

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.025385204
소방설비기사(기계분야),2009,4,소방유체역학,39,"유량이 4m$^3$/min인 펌프가 3000rpm의 회전으로 100m의 양정이 필요하다면 비속도가 530~560[m$^3$/min, m, rpm] 범위에 속하는 다단펌프를 사용할 경우 몇 단의 펌프를 사용하여야 하는가?",2단,3단,4단,5단,3,114,GPT-4o Mini,300,56,0,49.12,99.48,0.65,136,1,137,매우 낮음,2.1e-05,3,True,3,"문제: 유량이 4m$^3$/min인 펌프가 3000rpm의 회전으로 100m의 양정이 필요하다면 비속도가 530~560[m$^3$/min, m, rpm] 범위에 속하는 다단펌프를 사용할 경우 몇 단의 펌프를 사용하여야 하는가?

선택지:
1. 2단
2. 3단
3. 4단
4. 5단

정답 번호만 출력하세요 (1, 2, 3, 4 중 하나):",text only,,0.677890022
