ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,예측답,정답여부,모델응답
58,방재기사,2021,3,방재시설,30,자연재해위험개선지구 유형에 대한 설명이 바르게 연결된 것은?,text_only,,"유실위험지구 - 산사태, 절개사면 붕괴,낙석 등으로 인한 건축물이나 인명피해가 발생 또는 우려되는 지역","취약방재시설지구 - 배수문, 유수지. 저류지등 방재시설물이 노후화되어 재해발생이 우려되는 시설물",고립위험지구 - 하천의 외수범람 및 내수배제불량으로 인한 침수가 발생하여 피해를 유발하였거나 예상되는 지역,침수위험지구 - 집중호우 및 대설로 인하여 교통이 두절되어 지역주민의 생활에 고통을 주는 지역,2,Claude 3.5 Sonnet,136,38,9,65.52,64.57,1.11,11986,1140,13126,중간,2,True,2
59,방재기사,2021,2,재해분석,54,"사면재해 발생 위험요인을 모두 고른 것은?\n\n㉠ 폐광, 송전탑 하부, 임도 불안정\n㉡ 지반 교란 행위\n㉢ 하류로 이송된 토사의 하구부 퇴적에 의한 하구폐쇄\n㉣ 배수시설의 유지관리 소홀",text_only,,"㉠, ㉡, ㉢","㉠, ㉡, ㉣","㉠, ㉢, ㉣","㉡, ㉢, ㉣",2,Claude 3.5 Sonnet,136,39,9,66.1,65.38,1.11,12228,1145,13373,중간,2,True,2
60,방재기사,2022,2,재난관리,10,저수지댐의 안전관리 및 재해예방에 관한 법률 시행령상 재해위험 저수지?댐으로 지정할 수 없는 것은,text_only,O,댐의 상류지역에서 산사태 발생 우려가있는 댐,저수지에 퇴적물이 축적되어 홍수 대응능력이 부족하여 재해가 우려되는 저수지,시설물의 안전 및 유지관에 관한 특별법령에 따른 정밀안전진단 결과 E등급(불량) 판정을 받은 댐,수문학적 안전성이 부족하여 시설물의 안전 및 유지관리에 관한 특별법령에 따른 D등급 판정을 받은 댐 중에서 치수 능력을 증대하기 위한 사업이 진행중인 댐,4,Claude 3.5 Sonnet,136,40,9,66.67,66.21,1.1,12560,1150,13710,중간,4,True,4
61,방재기사,2020,3,재난관리,12,자연재해대책법령상 방재관리대책대행자(이하 「대행자」라 한다)등록요건에 관한 설명으로 틀린것?,text_only,O,「기술사법」에 따른 기술사무소의 개설자는 대행자로 등록할수있다,기술인력1명이 2종 이상의 기술자격을 보유하고 있는 경우에는 1종 기술자격만 보유한 것으로 본다.,대행자로 등록하려는 자가 이미보유한 기술인력은 대행자등록을 위한 기술인력으로 중복하여 등록할수 있다.,대행자의 기술인력으로 고용된 사람은 지방자치단체등에 이중으로 취업 할수 있다.,4,Claude 3.5 Sonnet,136,40,10,65.57,68.49,1.12,12863,1250,14113,중간,N/A,False,"4

자연재해대책법 시행령에 따르면, 대행자의 기술인력으로 고용된 사람은 다른 기관이나 업체에 이중으로 취업할 수 없습니다. 따라서 지방자치단체 등에 이중으로 취업할 수 있다는 4"
62,방재기사,2022,2,재해대책,70,토사유출량 산정시 중량단위 토사유출량은 체적단위 토사유출량으로 환산이 필요하다. 입경0.005mm이상 모래의 구성비가 85%일 때 레인-쾰저(Lane &Koelzer)의 경험식을 적용하면 퇴적토의 단위중량(ton/m$^3$)은?,text_only,,약 0.94,약 1.37,약 1.47,약 1.57,3,Claude 3.5 Sonnet,136,41,10,66.13,69.55,1.12,13065,1255,14320,중간,3,True,3
63,방재기사,2021,3,방재사업,94,"다음의 내용이 뜻하는 것으로 옳은 것은?\n\n건설공사 수급인 하자담보책임 규정에 의하면 건설업자의 목적물이 벽돌쌓기식 구조, 철근콘크리트구조, 철골구조 철골철근콘크리트 구조 그밖에 이와 유사한 구조로 된것인 경우에는 건설공사 완공일로부터 10년 그밖의 구조로 된것의 경우에는 건설공사 완공일로부터 5년기간 범위 내에서 발생한 하자에 대한 담보책임",text_only,O,하자담보,하자검사,하자책임기간,하자보수 보증금,1,Claude 3.5 Sonnet,136,41,10,65.08,70.32,1.12,13354,1260,14614,중간,3,False,3
64,방재기사,2022,2,재난관리,17,"자연재해대책법령상 홍수,호우 등으로부터 재해를 예방하기 위한 방재정책에 적용하기 위하여 처리가능한 시간당 강우량 및 연속강우량의 목표를 지역별로 설정?운용할수 있도록 한 기준은?",text_only,O,수방기준,방재기준,지역별 방재성능목표,지구단위 홍수방어기준,3,Claude 3.5 Sonnet,136,42,10,65.62,71.18,1.11,13548,1265,14813,중간,3,True,3
65,방재기사,2022,2,방재시설,23,제방 붕괴의 원인이 아닌 것은?,text_only,,퇴적,월류,비탈면 활동,파이핑 현상,1,Claude 3.5 Sonnet,136,43,10,66.15,71.97,1.11,13652,1270,14922,중간,1,True,1
66,방재기사,2021,2,재난관리,19,자연재난 구호 및 복구비용 부담기준등에 관한 규정상 국고 추가지원을 산정시 고려되지 않는 것은?,text_only,O,풍수해 예방 보험료,행정안전부장관이 정하는 가감률,재해예방 노력지수에 따른 추가 지원율,최근 3년간 평균 재정력지수에 따른 추가 지원율,1,Claude 3.5 Sonnet,136,44,10,66.67,72.79,1.1,13842,1275,15117,중간,1,True,1
67,방재기사,2019,5,방재사업,92,"자연재해위험 개선지구 관리지침의 자연재해위험 개선지구 비용편익 분석에서 침수면적, 침수심, 빈도의 함수로 재난피해액을 산정하는 경제성 평가방법은?",text_only,O,조건부가치측정법,간편법,개선법,다차원법,4,Claude 3.5 Sonnet,136,44,10,65.67,73.55,1.1,14006,1280,15286,중간,2,False,2
68,방재기사,2022,2,재난관리,6,재난 및 안전관리 기본법령상 지역재난안전대책본부에 관한 사항으로 틀린 것은?,text_only,O,시?군?구대책본부의 장은 재난현장의 총괄?조정 및 지원을 위하여 재난현장 통합지원본부를 설치?운영할 수 없다.,시?도대책본부 또는 시?군?구대책본부의 본부장은 시?도지사 또는 시?군?구청장이 된다.,지역대책본부장은 지역대책본부의 업무를 총괄하고 필요하다고 인정하면 지역재난 안전대책본부회의를 소집할수 있다.,재난현장 통합지원본부의 장은 관할 시?군?구의 부단체장,1,Claude 3.5 Sonnet,136,44,11,64.71,75.45,1.11,14314,1380,15694,중간,N/A,False,"1

재난 및 안전관리 기본법 제16조 제3항에 따르면, 시·군·구대책본부의 장은 재난현장의 총괄·조정 및 지원을 위하여 재난현장 통합지원본부를 설치·운영할 수 있습니다. 따라서"
69,방재기사,2021,3,재해분석,41,다음 복합재해에 관한 설명으로 옳은 것은?,text_only,,"복합재해 발생유역의 저감성평가는 정성적,정량적 평가를 실시할 필요 없다.",복합재해위험이 예상되는 지구에 대한 정량적 분석은 관련된 개별위험요인에 대한 분석을 수행하고 그 결과 최대위험요인을 적용한다.,"수계 및 유역단위 재해 저감성 평가는(개선복구사업 지역, 복합재해 발생지역, 피해시설 상ㆍ하류의 인명 및 재산피해 발생우려지역) 재해 복구사업 지역경제 발전성 평가에 해당한다.",복합재해 산정하는 방법은 소요인력 = 소요인력기준 × 내수재해특성에 따른 보정계수 × 지역적 특성에 따른 보정계수 이다.,2,Claude 3.5 Sonnet,136,44,12,63.77,77.55,1.12,14681,1480,16161,중간,N/A,False,"2

복합재해에서 정량적 분석은 관련된 개별 위험요인들을 각각 분석한 후, 그 중 최대 위험요인을 적용하는 것이 올바른 방법입니다. 이는 가장 심각한 위험을 기준으로 대비하여 안전"
70,방재기사,2019,5,재해대책,68,자연재해위험개선지구 정비계획에 관한설명으로 틀린 것은?,text_only,,시장·군수·구청장은 정비계획의 타당성을 5년마다 재검토하여 정비계획을 재정비 해야한다.,정비계획은 시·군·구 기초자치단체의 관할구역에 지정된 자연재해위험개선지구 전체를 대상으로 수립한다.,계획기간은 향후 10년을 목표연도로 설정하여 1년마다 정비계획을 수립한다.,재해위험성 투자우선순위 재해예방효과 등을 종합적으로 검토하여 중장기계획 수립,3,Claude 3.5 Sonnet,136,44,13,62.86,79.79,1.14,14961,1580,16541,중간,N/A,False,"3

자연재해위험개선지구 정비계획은 5년마다 수립하는 것이 원칙이며, 매년 1회 이상 추진실적을 점검하고 필요한 경우 보완·조정하도록 되어있습니다. 따라서 ""1년마다 정비계획을"
71,방재기사,2021,2,재해대책,80,재해영향평가등의 협의 실무지침상 주차장 저류한계 수심은?,text_only,O,10cm,20cm,30cm,40cm,1,Claude 3.5 Sonnet,136,44,13,61.97,80.89,1.14,15064,1585,16649,중간,2,False,2
72,방재기사,2021,2,재해대책,70,"지표의 상태에 따른 1ha당 토사유출량이 나지 200m$^3$/년, 초지 15m$^3$/년, 농경지 2m$^3$/년, 산림 1m$^3$/년이고 토지이용계획 중 나지 1.2ha, 초지0.5ha, 농경지 0.2ha, 산림 0.7ha일 때 토사유출량은?",text_only,,232.7m$^3$/년,242.3m$^3$/년,244.4m$^3$/년,248.6m$^3$/년,4,Claude 3.5 Sonnet,136,44,14,61.11,82.76,1.15,15290,1685,16975,중간,N/A,False,"각 지표별 토사유출량을 계산하면:

나지: 200 × 1.2 = 240 m³/년
초지: 15 × 0.5 = 7.5 m³/년
농경지: 2 × 0.2 = 0.4 m³/년
산림: 1 × 0.7"
73,방재기사,2019,5,재해분석,44,"직접인건비 산정을 위한 소요인력이 다음과 같을 때 복합재해 (하천, 내수) 실시설계에 있어 직접인건비산출을 위한 기술사 소요인력 (인/일)은 얼마인가? (단, 하천실시설계 위험지구 연장은 2km이고 내수 실시설계 침수예장면적은 3km$^2$ 이며 펌프장이 없다고 가정한다. 지역적 특성 따른 보정계수 1.0 가정)\n\n| | 하천실시설계 | 내수실시설계 |\n| --- | --- | --- |\n| 기술사 | 21.00 | 58.00 |\n| 특급기술자 | 36.00 | 95.00 |\n| 고급기술자 | 63.00 | 125.00 |\n| 중급기술자 | 66.00 | 130.00 |\n| 초급기술자 | 61.00 | 110.00 |\n| 중급숙련자 | 10.00 | 15.00 |",text_only,,46,58.12,75.56,102.7,2,Claude 3.5 Sonnet,136,45,14,61.64,83.43,1.14,15707,1690,17397,중간,2,True,2
74,방재기사,2022,2,방재사업,82,"방재시설의 결함에 따른 보수,보강공법에 관한 사항으로 틀린 것은?",text_only,,누수 - 그라우팅,사면의활동 - 차수막 공법,콘크리트의 동해와 열화에 의한 부삭 - 표층부 교체,콘크리트 균열과 철근 부식 - Sealing 재주입,2,Claude 3.5 Sonnet,136,46,14,62.16,84.26,1.14,15886,1695,17581,중간,2,True,2
75,방재기사,2020,3,재해대책,62,"자연재해대책법령상 우수유출저감대책을 수립해야하는 사업에 해당하는지 않는것은? (단, 기타 사항은 고려하지 않음)",text_only,O,「고등교육법」에 따른 학교를 설립하는 경우의 건축공사,「도시개발법」에 따른 도시개발사업,「물환경보전법」에 따른 비점오염저감시설을 설치하는 대상사업,「중소기업진흥에 관한 법률」에 따른 단지조성사업,3,Claude 3.5 Sonnet,136,46,14,61.33,85.1,1.13,16117,1700,17817,중간,4,False,4
76,방재기사,2019,5,재난관리,7,재난 및 안전관리 기본법령상 국가기반시설의 분류로 틀린 것은?,text_only,O,에너지 - 국외민간시설 - 원자력 - 정부주요시설,에너지 - 금융 - 원자력 - 식용수,교통수송 - 보건의료 - 원자력 - 환경,정보통신 - 금융 - 환경 - 교통수송,1,Claude 3.5 Sonnet,136,47,14,61.84,85.77,1.13,16306,1705,18011,중간,1,True,1
77,방재기사,2019,5,방재사업,96,경제성평가 지표 중 모든 타당한 경제적 자료를 단일계산화하여 평가나 순위매김 가능하도록 한 방법?,text_only,,순현재가치 (NPC),"편익, 비용비 (B/C ratio)",내부수익률 (IRR),수평균수입률 (NARR),1,Claude 3.5 Sonnet,136,47,14,61.04,86.59,1.12,16470,1710,18180,중간,2,False,2
78,방재기사,2021,2,방재사업,83,자연재해위험개선지구 투자우선순위 결정을 위한 비용편익 분석방법중 간편법 편익 산정시 해당되지 않는 항목은?,text_only,,농경지,이재민,농작물,인명손실,2,Claude 3.5 Sonnet,136,48,14,61.54,87.48,1.12,16606,1715,18321,중간,2,True,2
79,방재기사,2020,3,재난관리,14,재난 및 안전관리기본법령상 특별재난의 범위에 관한설명이다 ( )에 들어갈 내용으로 옳은 것은?\n\n자연재난으로 「자연재난구호 및 복구비용 부담기준등에 관한 규정」에 따른 국고 지원대상 피해기준액의(ㄱ)배를 초과하는 피해가 발생한 재난자연재난으로서 「자연재난구호 및 복구비용기준등에 관한규정」에 따른 국고 지원대상에 해당하는 시·군·구의 갯수 읍·면·동에 갖춘환각 조에 따른 국고지원 대상 피해 기준금액(ㄴ)을 초과하는 피해가 발생한 재난,text_only,O,"ㄱ: 2.5, ㄴ: 4분의 1","ㄱ: 2.5, ㄴ: 2분의 1","ㄱ: 3, ㄴ: 4분의 1","ㄱ: 3, ㄴ: 2분의 1",1,Claude 3.5 Sonnet,136,49,14,62.03,88.27,1.12,17011,1720,18731,중간,1,True,1
80,방재기사,2019,5,재해대책,71,자연재해대책법령상 자연재해저감종합계획수립 주기는 얼마인가?,text_only,O,3년,5년,7년,10년,4,Claude 3.5 Sonnet,136,49,14,61.25,89.2,1.11,17116,1725,18841,중간,2,False,2
81,방재기사,2020,3,재난관리,3,재난 및 안전관리기본법령상 '사회재난'에 해당하는 것은?,text_only,O,태풍,낙뢰,소행성·유성체 등 자연우주물체의 추락·충돌,「미세먼지 저감 및 관리에 관한 특별법」에따른 미세먼지로인한 피해,4,Claude 3.5 Sonnet,136,50,14,61.73,90.98,1.12,17281,1730,19011,중간,4,True,4
82,방재기사,2019,5,재난관리,18,재난 및 안전관리 기본법령상 국가안전관리기본계획을 작성할 책임을 가진 자는?,text_only,O,대통령,국무총리,행정안전부장관,재난관리책임기관 장,2,Claude 3.5 Sonnet,136,50,14,60.98,91.59,1.12,17411,1735,19146,중간,3,False,3
83,방재기사,2019,5,재난관리,16,재난 및 안전관리 기본법령상 재난 및 사고유형별 재난관리주관기관 중 식용수(지방상수도포함) 사고를 주관하는 기관은?,text_only,O,국토교통부,환경부,보건복지부,행정안전부,2,Claude 3.5 Sonnet,136,51,14,61.45,92.36,1.11,17557,1740,19297,중간,2,True,2
84,방재기사,2021,2,방재사업,99,바람 방재시설에 해당하지 않는 것은?,text_only,,대피소,방수로,방풍림,방풍설비,2,Claude 3.5 Sonnet,136,52,14,61.9,93.38,1.11,17656,1745,19401,중간,2,True,2
85,방재기사,2021,2,방재시설,38,산지지역에 취약한 재해유형으로 적합한 것은?,text_only,,태풍,토석류,해일,내수침수,2,Claude 3.5 Sonnet,136,53,14,62.35,94.12,1.11,17756,1750,19506,중간,2,True,2
86,방재기사,2022,2,방재시설,24,자연재해대책법령상 자연재해저감 종합계획의 수립에 관한 사항으로 ( )에 알맞은 내용은?\n\n? 시장(특별자치시장 및 행정시장은 제외한다) 군수는 자연재해의 예방 및 저감을 위하여 ( ㄱ )년마다 시·군 자연재해저감 종합계획을 수립하여 시?도지사를 거쳐 대통령령으로 정하는 바에 따라 행정안전부장관의 승인을 받아 확정하여야 한다. ? 시장?군수 및 시?도지사는 각각 시·군 종합계획 및 시 도 종합계획을 수립한날부터 ( ㄴ )년이 지난 경우 그 타당성 여부를 검토하여 필요한 경우에는 그 계획을 변경할 수 있다.,text_only,O,"ㄱ:5년, ㄴ:5년","ㄱ:5년, ㄴ:10년","ㄱ:10년, ㄴ:5년","ㄱ:10년, ㄴ:10년",3,Claude 3.5 Sonnet,136,53,14,61.63,94.8,1.1,18174,1755,19929,중간,1,False,1
87,방재기사,2022,2,재해분석,43,하천재해의 발생원인이 아닌 것은?,text_only,,TTP이탈,제방 유실,제방폭 협소,계획홍수량을 초과하는 이상호우,1,Claude 3.5 Sonnet,136,53,14,60.92,95.71,1.1,18290,1760,20050,중간,3,False,3
88,방재기사,2020,3,방재시설,37,재해연보에의거한 과거에 발생한 재해이력 현황조사시 필요없는 항목은?,text_only,,이재민,구호품,침수면적,농작물,2,Claude 3.5 Sonnet,136,54,14,61.36,96.55,1.1,18404,1765,20169,중간,2,True,2
89,방재기사,2019,5,재난관리,12,재난 및 안전관리 기본법령상 재난의 대응 활동에 해당하는 것은?,text_only,O,긴급통신수단 확보,위기경보의 발령,안전점검,특별재난지역 선포,2,Claude 3.5 Sonnet,136,54,14,60.67,97.17,1.09,18534,1770,20304,중간,1,False,1
90,방재기사,2022,2,방재사업,84,다음중 피해주기와 홍수빈도율에 대한 설명으로 옳은 것을 모두 고른 것은?\n\nㄱ. 피해주기의 단위는 년/회로 표시한다.\nㄴ. 피해주기는 재해연보 자료를 활용하여 5년 평균값을 적용한다.\nㄷ. 홍수빈도율과 피해주기는 비례한다.\nㄹ. 홍수빈도율은 재산피해액 산정시 적용한다.,text_only,,"ㄱ, ㄴ","ㄷ, ㄹ","ㄱ, ㄹ","ㄴ, ㄷ",3,Claude 3.5 Sonnet,136,54,14,60.0,97.99,1.09,18808,1775,20583,중간,1,False,1
91,방재기사,2019,5,재해분석,59,방재성능 향상을 위한 통합 개선대책 사업의 시행계획 수립방법으로 옳은 것은?,text_only,,"방재시설의 경제성, 시공성 등을 고려한 연차별 정비계획을 수립한다.",사업비가 작은 사업을 우선 시행할 수 있도록 수립한다.,주민 숙원사업을 우선으로 시행한다.,피해발생빈도가 잦은 순으로 시행한다.,1,Claude 3.5 Sonnet,136,54,14,59.34,98.79,1.09,19024,1780,20804,중간,4,False,4
92,방재기사,2022,2,방재사업,95,사면보강공법 중 저항력 증가법이 아닌 것은?,text_only,,앵커공법,네일공법,압성토공법,억지말뚝공법,3,Claude 3.5 Sonnet,136,55,14,59.78,99.68,1.08,19135,1785,20920,중간,3,True,3
93,방재기사,2021,3,재해분석,55,재해지도 작성 기준등에 관한 지침상 대피장소 설치의 일반적인 기준은?,text_only,,보행거리로부터 1km이내,보행거리로부터 2km이내,보행거리로부터 3km이내,보행거리로부터 5km이내,1,Claude 3.5 Sonnet,136,55,14,59.14,100.51,1.08,19285,1790,21075,중간,2,False,2
94,방재기사,2021,2,재난관리,8,재난 및 안전관리 기본법령상 다중이용시설등의 위기상황 매뉴얼을 작성·관리하여야 하는 대상으로 명시되지 않는 자는?,text_only,O,관리자,소유자,설계자,점유자,3,Claude 3.5 Sonnet,136,56,14,59.57,101.32,1.08,19427,1795,21222,중간,3,True,3
95,방재기사,2019,5,재난관리,4,다차원 홍수피해산정방법(MD-FDA)을 이용한 이재민 피해액 산정식에서 ( )에 알맞은 단어는?\n\n이재민피해액 = 침수면적당발생이재민(명/hr) × 대피일수(일) × ( ) × 침수면적,text_only,,주거지역 침수편입률,소비자물가지수,건축형태별 연면적비율,일평균 국민소득,4,Claude 3.5 Sonnet,136,57,14,60.0,102.03,1.07,19623,1800,21423,중간,4,True,4
96,방재기사,2021,2,재해분석,50,산지 토석류 유출로 우수관거가 막혀 침수피해가 발생하였을 때 복합재해 유형은?,text_only,,토사재해-내수재해,사면재해-하천재해,하천재해-토사재해,내수재해-해안재해,1,Claude 3.5 Sonnet,136,58,14,60.42,102.87,1.07,19767,1805,21572,중간,1,True,1
97,방재기사,2022,2,재해분석,54,재해복구사업의 분석평가 시행지침상 재해복구사업의 분석평가에 관한 사항으로 틀린 것은?,text_only,O,분석?평가시 지역경제발전성평가를 수행하여야한다.,시?군?구청장은 복구사업관련자료를 활용하여 분석평가를 실시하여야 하며 업무대행은 불가하다.,분석평가결과의 적정성에 관한 사전검토 및 실무적인 자문을 위하여 시?군 ?구에 분석평가위원회를 둔다.,"시?군?구청장은 분석평가를 완료한 경우에는 30일 이내에 특별시장, 광역시장, 도지사, 특별자치도를 거쳐 행정안전부 장관에게 최종 평가결과를 제출하여야한다.",2,Claude 3.5 Sonnet,136,59,14,60.82,103.66,1.07,20100,1810,21910,중간,2,True,2
98,방재기사,2022,2,방재사업,85,도시군계획시설의 결정구조 및 설치기준에 관한 규칙상 방풍설비로 방풍림시설을 설치하지 않는 것은?,text_only,O,대규모 구역을 대상으로하는 방풍설비,해안에 접한지역에 설치하는 방풍설비,독립된 단위시설을 대상으로 설치하는 방풍설비,연안침식이 심각하거나 우려되는 지역 및 방재지구,3,Claude 3.5 Sonnet,136,60,14,61.22,104.51,1.07,20311,1815,22126,중간,3,True,3
99,방재기사,2021,2,재난관리,3,자연재해대책법령상 지구단위종합복구계획수립 대상 지역에 해당하지 않는 것은?,text_only,O,어촌·어항법에 따른 항로표지등 항행보조시설의 일괄복구가 필요한지역,산사태 또는 토석류로 인하여 하천유로변경등이 발생한지역으로서 근원적 복구가 필요한 지역,피해 재발방지를 위하여 기능복원보다는 피해지역 전체를 조망한 예방·정비가 필요하다고 인정되는 지역,도로·하천등의 시설물에 복합적으로 피해가 발생하여 시설물별 복구보다는 일괄 복구가 필요한 지역,1,Claude 3.5 Sonnet,136,61,14,61.62,105.19,1.06,20609,1820,22429,중간,1,True,1
100,방재기사,2022,2,재해분석,58,"면적 0.54km$^2$,유출계수 0.65인유역의 2시간동안 확률강우량 200mm를 배제 할 수 있는 배수통관의 단면적(m$^2$)은? \n\n 홈수량 산정방법:합리식\n 배수통관내 유속: 2.5m/s \n 강우배제: 2시간 \n 토사유입에따른 배수단면적 감소를 고려한 여유율: 20%",text_only,,3.9,4.68,9.36,16.85,2,Claude 3.5 Sonnet,136,61,15,61.0,107.19,1.07,20836,1920,22756,중간,N/A,False,"2

풀이과정:
1) 합리식: Q = C·I·A
   - C: 유출계수 = 0.65
   - I: 강우강도 = 200mm/2hr = 100mm/hr = 0.1m/hr
   - A: 유역면적 = 0.54km² = 540,000m²

2)"
101,방재기사,2021,2,방재사업,93,급경사지 재해예방에 관한 법령상 붕괴위험지역의 계측관리에 관한 설명으로 틀린 것은?,text_only,O,행정안전부장관은 상시계측관리의 결과등을 고려하여 주민대피를 위한 관리기준을 제정·운영하여야 한다.,관리기관은 붕괴위험지역 지반의 위치변화를 사전에 감지하기 위하여 상시계측관리를 할 수 있다.,관리기관은 직접 상시계측관리를 하거나 대행하게 하는 경우에는 계측자료를 관할 시장·군수·구청장에게 실시간으로 제공하여야 한다.,시장·군수·구청장은 제공받은 계측자료와 자체의 계측자료를 활용하여 긴급상황이 발생하는 때에는 신속히 해당지역주민을 대피시켜야한다.,1,Claude 3.5 Sonnet,136,61,16,60.4,109.22,1.08,21200,2020,23220,중간,N/A,False,"2

이유: 급경사지 재해예방에 관한 법률 제6조의2에 따르면, 관리기관은 붕괴위험지역 지반의 위치변화를 사전에 감지하기 위하여 상시계측관리를 ""하여야 한다""로 규정되어 있습니"
102,방재기사,2022,2,방재시설,26,"방재시설 피해현장 지반조사 중 지층의 분포, 층두께, 단층 파쇄대의 심도 및 규모, 원지반의 풍화상태, 흙의 연 경도, RQD,절리면의 상태,지하수위 상황등을 확인하는 지반조사는?",text_only,,시추조사,물리탐사,원위치시험,시험굴조사,1,Claude 3.5 Sonnet,136,62,16,60.78,109.87,1.08,21387,2025,23412,중간,1,True,1
103,방재기사,2021,2,재해대책,67,다음 설명은 비탈면 보호공법 중 어느 공법에 해당되는가?\n\n- 암반 비탈면에 많이 시공\n- 보강재를 암반에 삽입하여 원지반 전단강도를 증대시키는 공법,text_only,,록볼트,계단식 옹벽,비탈면 경사완화,쏘일네일링,1,Claude 3.5 Sonnet,136,63,16,61.17,110.78,1.08,21567,2030,23597,중간,1,True,1
104,방재기사,2021,2,방재시설,23,하천 현황조사시 포함되어야 할 사항이 아닌 것은?,text_only,,하천유역의 토양 현황,"하천명, 하천등급, 시·종점에 관한 사항",하천홍수 범람에 따른 위험 지역에 관한 사항,하천과 관련된 수공 구조물 및 횡단 시설물에 관한사항,1,Claude 3.5 Sonnet,136,64,16,61.54,111.43,1.07,21747,2035,23782,중간,1,True,1
105,방재기사,2020,3,방재사업,89,하천제방의 유하 능력에 여유를 확보하기 위하여 여유고를 더 높게 하는경우에 해당하지 않는 것은?,text_only,,상류부가 황폐되어 있는 경우,유출 토사가 다량으로 퇴적할 염려가 있는 하천,제외지에 중요한 시설이 있을경우,만곡 하천의 요안(凹岸)부,3,Claude 3.5 Sonnet,136,65,16,61.9,112.22,1.07,21941,2040,23981,중간,3,True,3
106,방재기사,2020,3,방재사업,82,농경지 피해액 산정시 논과 밭의 침수심 경계선 높이는 몇m인가?,text_only,,0.5m,1.0m,1.5m,2.0m,2,Claude 3.5 Sonnet,136,65,16,61.32,112.92,1.07,22058,2045,24103,중간,1,False,1
107,방재기사,2021,2,재난관리,1,호우경보 발령 기준으로 옳은 것은?,text_only,,3시간 강우량이 60mm 이상 예상될 때,3시간 강우량이 90mm 이상 예상될 때,12시간 강우량이 110mm 이상 예상될 때,12시간 강우량이 150mm 이상 예상될 때,2,Claude 3.5 Sonnet,136,66,16,61.68,113.74,1.06,22222,2050,24272,중간,2,True,2
108,방재기사,2020,3,재해분석,56,빗물 배수펌프장의 용량부족에 의해 발생하는 내수침수의 해소대책이 아닌 것은?,text_only,,빗물 배수펌프 증대,유수지 증대,고지배수로 설치,빗물 배수펌프장 유입관로 증대,4,Claude 3.5 Sonnet,136,66,16,61.11,114.53,1.06,22375,2055,24430,중간,3,False,3
109,방재기사,2021,3,방재시설,38,조건을 활용할 때 침사지 유량(m$^3$/s)은?\n\n[조건]\n? 침사지 폭: 8m\n? 침사지 길이: 15m\n? 침사지 수심: 5m\n? 침전시간: 40초,text_only,,8,12,15,17,3,Claude 3.5 Sonnet,136,66,17,60.55,116.52,1.07,22529,2155,24684,중간,N/A,False,"침사지 유량을 구하는 과정:

1) 침사지 부피 = 폭 × 길이 × 수심
   = 8m × 15m × 5m = 600m³

2) 유량 = 부피 ÷ 침전시간
   = 600m³ ÷ 40초 = 15"
110,방재기사,2021,2,방재사업,92,자연재해위험개선지구 관리지침상 피해액 산정시 도시유형별 구분에서 인구 100만명 미만의 일반 시급 도시에 해당하는 것은?,text_only,O,대도시,중소도시,전원도시,농촌지역,2,Claude 3.5 Sonnet,136,67,17,60.91,117.19,1.07,22674,2160,24834,중간,2,True,2
111,방재기사,2019,5,재해대책,62,하천설계기준상 하천 제방고 결정을 위한 여유고에 대한 설명으로 틀린 것은?,text_only,O,계획홍수량이 200m$^3$/s 미만인 경우에는 여유고를 0.6m 이상으로 한다.,계획홍수량이 10000m$^3$/s 이상인 경우에는 여유고를 2.0m 이상으로 한다.,굴입하도에서는 계획홍수량이 500m$^3$/s이상인 경우에 여유고를 0.8m 이상으로 한다.,계획홍수량이 50m$^3$/s이하이고 제방고가1.0m 이하인 하천에서는 여유고를 0.3m 이상으로 한다.,3,Claude 3.5 Sonnet,136,67,18,60.36,119.35,1.08,22974,2260,25234,중간,N/A,False,"3

하천설계기준상 굴입하도에서는 계획홍수량이 500m³/s 이상인 경우에 여유고를 1.0m 이상으로 해야 합니다. 선택지 3번은 0.8m 이상으로 한다고 되어 있어 틀린 내용입"
112,방재기사,2020,3,방재사업,96,사면보호시설 중 다음은 어떤옹벽에 관한 설명인가?\n\n- 사면활동 억제와 낙석방지를 기대할 수 있는 공법 \n- 앵커와 병행시공 시 높은 안정성을 가지며 구조해석상 높은 압축력이 벽체에 전달되는 경우 철근 배근을 고려하여 균열발생방지 \n지하수에 의한 수압발생이 우려되는 경우 수발공을 설치,text_only,,의지식 옹벽,중력식 옹벽,낙석방지용 옹벽,계단식 옹벽,4,Claude 3.5 Sonnet,136,67,18,59.82,120.31,1.07,23241,2265,25506,중간,1,False,1
113,방재기사,2021,2,방재시설,24,하천에 설치되는 시설물중 제방 및 호안의 재해취약요인의 설명으로 틀린 것은?,text_only,,견간장: 계획 홍수량에 대한 검토,비탈경사: 비탈 경사가 급한 정도,소류력: 호안 재료의 허용 소류력 적합여부,제방고: 계획 홍수위에서 계획홍수량 규모별로 여유고 기준에 적합한지의 여부,1,Claude 3.5 Sonnet,136,68,18,60.18,121.09,1.07,23453,2270,25723,중간,1,True,1
