Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,제외 여부,법령 이름,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,예측답,정답여부,모델응답
산업안전기사,2008,1,건설안전기술,109,이동식 크레인 작업시 준수해야 할 사항으로 잘못된 것은?,text_only,O,운전사는 반드시 면허를 받은 자이어야 한다.,전력선 근처에서의 작업시 붐과 전력선과의 거리는 최소 1m 이상 간격을 유지한다.,부득이한 경우 전용 탑승설비를 설치하여 근로자를 탑승시킬 수 있다.,제한된 지브의 경사각 범위에서만 작업을 해야 한다.,2,,,Claude Sonnet 4,282,42,12,63.64,207.12,3.14,10994,1463,12457,중간,3,False,3
산업안전기사,2008,1,건설안전기술,111,추락의 위험이 있는 개구부에 대한 방호조치로서 적합하지 않은 것은?,text_only,O,안전난간울 및 손잡이 등으로 방호조치 한다.,충분한 강도를 가진 구조의 덮개를 뒤집히거나 떨어지지 않도록 설치한다.,어두운 장소에서도 식별이 가능한 개구부 주의표지를 부착한다.,폭 30cm 이상의 발판을 설치한다.,4,,,Claude Sonnet 4,282,43,12,64.18,209.33,3.12,11215,1468,12683,중간,4,True,4
산업안전기사,2008,2,안전관리론,6,다음 중 인간의 동기부여에 관한 맥그리거 (McGregor)의X 이론에 해당하지 않는 것은?,text_only,,인간은 스스로 자기 통제를 한다.,인간은 본래 게으르고 태만하다.,동기는 생리적 수준 및 안전의 수준에서 나타난다.,인간은 명령받는 것을 좋아하며 책임을 회피하려 한다.,1,,,Claude Sonnet 4,282,44,12,64.71,211.75,3.11,11418,1473,12891,중간,1,True,1
산업안전기사,2008,2,인간공학 및 시스템안전공학,36,어느 부품 10000개를 10000시간 동안 가동 중에 5개의 불량품이 발생하였을 때 평균동작시간(MTTF)은?,text_only,,$1 \\times 10^6$ 시간,$2 \\times 10^7$ 시간,$1 \\times 10^8$ 시간,$1 \\times 10^9$ 시간,2,,,Claude Sonnet 4,282,44,13,63.77,215.51,3.12,11590,1573,13163,중간,N/A,False,"평균동작시간(MTTF)을 계산해보겠습니다.

MTTF = 총 동작시간 / 고장 발생 횟수

주어진 조건:
- 부품 개수: 10,000개
- 가동 시간: 10,000시간
- 불량품(고장) 발생"
산업안전기사,2008,2,기계위험방지기술,59,휴대용 연삭기의 안전커버의 덮개 노출각도는 최대 몇도 이내로 하여야 하는가?,text_only,O,$160^{\circ}$,$90^{\circ}$,$125^{\circ}$,$180^{\circ}$,4,,,Claude Sonnet 4,282,44,13,62.86,217.91,3.11,11728,1578,13306,중간,3,False,3
산업안전기사,2008,2,전기위험방지기술,63,"전압은 저압, 고압 및 특별고압으로 구분되고 있다. 다음 중 저압에 대한 설명으로 가장 알맞은 것은?(2021년 개정된 KEC 규정 적용됨)",text_only,O,"직류 750V 미만, 교류 650V 미만","직류 750V 이하, 교류 1000V 이하","직류 1500V 이하, 교류 1000V 이하","직류 1700V 미만, 교류 1000V 미만",3,,,Claude Sonnet 4,282,44,13,61.97,220.16,3.1,11945,1583,13528,중간,2,False,2
산업안전기사,2008,2,화학설비위험방지기술,86,다음 중 용기의 한 개구부로 불활성 가스를 주입하고 다른 개구부로부터 대기 또는 스크러버로 혼합가스를 용기에서 축출하는 퍼지 방법은?,text_only,,진공퍼지,압력퍼지,스위프퍼지,사이펀퍼지,3,,,Claude Sonnet 4,282,45,13,62.5,222.24,3.09,12113,1588,13701,중간,3,True,3
산업안전기사,2008,2,건설안전기술,112,철륜 표면에 다수의 돌기를 붙여 접지면적을 작게 하여 접지압을 증가시킨 롤러로서 깊은 다짐이나 고함수비 지반의 다짐에 많이 이용되는 롤러는?,text_only,,머캐덤롤러,탠덤롤러,탬핑롤러,타이어롤러,3,,,Claude Sonnet 4,282,46,13,63.01,224.42,3.07,12292,1593,13885,중간,3,True,3
산업안전기사,2008,3,안전관리론,14,다음 중 교육훈련의 4단계를 올바르게 나열한 것은?,text_only,,도입 - 적용 - 제시 - 확인,도입 - 확인 - 제시 - 적용,적용 - 제시 - 도입 - 확인,도입 - 제시 - 적용 - 확인,4,,,Claude Sonnet 4,282,47,13,63.51,228.4,3.09,12453,1598,14051,중간,4,True,4
산업안전기사,2008,3,인간공학 및 시스템안전공학,30,다음 중 실내 면(面)의 추천 반사율이 가장 높은 것은?,text_only,,벽,천정,가구,바닥,2,,,Claude Sonnet 4,282,48,13,64.0,230.48,3.07,12557,1603,14160,중간,2,True,2
산업안전기사,2008,3,기계위험방지기술,41,재해발생원인을 나타내는 위험의 5요소가 아닌 것은?,text_only,,충격,말림,트랩,탈출,4,,,Claude Sonnet 4,282,49,13,64.47,233.05,3.07,12660,1608,14268,중간,4,True,4
산업안전기사,2008,3,전기위험방지기술,64,자기방전식 제전기의 제전은 전기의 어떠한 현상을 이용한 것인가?,text_only,,불꽃방전,자기유도현상,코로나방전,과도현상,3,,,Claude Sonnet 4,282,50,13,64.94,235.6,3.06,12781,1613,14394,중간,3,True,3
산업안전기사,2008,3,화학설비위험방지기술,83,독성물질을 실험동물에게 경구 또는 경피로 투여하였을때 실험동물의 50%를 사망시킬 수 있는 물질의 양을 나타내는 기호는?,text_only,,$LD_{50}$,$LC_{50}$,$ED_{50}$,$TD_{50}$,1,,,Claude Sonnet 4,282,51,13,65.38,237.69,3.05,12933,1618,14551,중간,1,True,1
산업안전기사,2008,3,화학설비위험방지기술,98,다음 중 물과 반응하여 수소가스를 발생시키지 않는 물질은?,text_only,,Mg,Zn,Cu,Li,3,,,Claude Sonnet 4,282,52,13,65.82,239.83,3.04,13032,1623,14655,중간,3,True,3
산업안전기사,2009,1,안전관리론,10,다음 중 안전교육의 단계에 있어 교육 대상자가 스스로 행함으로서 습득하게 하는 교육은?,text_only,,의지교육,기능교육,지식교육,태도교육,3,,,Claude Sonnet 4,282,52,13,65.0,242.12,3.03,13160,1628,14788,중간,2,False,2
산업안전기사,2009,1,인간공학 및 시스템안전공학,24,눈의 구조에서 0.2 ~ 0.5mm 의 두께가 얇은 암흑갈색의 막으로 색소세포가 있어 암실처럼 빛을 차단하면서 망막 내면을 덮고 있는 것은?,text_only,,각막,맥락막,중심와,공막,1,,,Claude Sonnet 4,282,52,13,64.2,244.28,3.02,13319,1633,14952,중간,2,False,2
산업안전기사,2009,1,기계위험방지기술,59,"다음 ( )안의 (ㄱ), (ㄴ)에 알맞은 것은? 보일러에서 압력방출장치를 2개 설치하는 경우",text_only,O,"(ㄱ) 평균사용압력, (ㄴ) 1.05배","(ㄱ) 평균사용압력, (ㄴ) 1.10배","(ㄱ) 최고사용압력, (ㄴ) 1.05배","(ㄱ) 최고사용압력, (ㄴ) 1.10배",1,,,Claude Sonnet 4,282,52,13,63.41,246.66,3.01,13544,1638,15182,중간,3,False,3
산업안전기사,2009,1,전기위험방지기술,79,"교류 아크용접기의 허용사용율[%]은? (단, 정격사용율 10%, 2차정격전류는 400A, 교류아크용접기의 사용전류는 200A이다.)",text_only,,0.4,0.5,0.6,0.7,1,,,Claude Sonnet 4,282,52,14,62.65,249.87,3.01,13685,1738,15423,중간,N/A,False,"교류 아크용접기의 허용사용율을 구하는 공식을 사용하겠습니다.

허용사용율 = 정격사용율 × (정격전류/사용전류)²

주어진 조건:
- 정격사용율 = 10% = 0.1
- 2차정격전류 ="
산업안전기사,2009,1,화학설비위험방지기술,86,"위험물 또는 위험물이 발생하는 물질을 가열?건조하는 건조설비 중 건조실을 설치하는 건축물의 구조를 독립된 단층건물로 해야 하는 기준으로 틀린 것은? (단, 건조실은 내화구조물이 아닌 건축물 내에 있다.)",text_only,O,위험물을 가열?건조하는 경우 가열?건조기의 내용적이 10m$^3$ 이상인 건조설비,위험물이 아닌 물질을 가열?건조하는 경우 고체 또는 액체 연료의 최대 사용량이 10kg/h 이상인 건조설비,위험물이 아닌 물질을 가열?건조하는 경우 기체 연료의 사용량 1m$^3$/h 이상인 건조설비,위험물이 아닌 물질을 가열?건조하는 경우 전기사용정격용량이 10kW 이상인 건조설비,1,,,Claude Sonnet 4,282,52,14,61.9,252.14,3.0,14061,1743,15804,중간,3,False,3
산업안전기사,2009,1,건설안전기술,114,통나무비계를 사용할 때 벽연결은 수직방향에서 몇 미터이하로 하여야 하는가?,text_only,O,3m 이하,4.5m 이하,5.5m 이하,7.5m 이하,3,,,Claude Sonnet 4,282,52,14,61.18,254.44,2.99,14194,1748,15942,중간,2,False,2
산업안전기사,2009,2,안전관리론,3,다음 중 관리감독자를 대상으로 교육하는 TWI의 교육 내용이 아닌 것은?,text_only,,문제해결훈련,작업지도훈련,인간관계훈련,작업방법훈련,1,,,Claude Sonnet 4,282,53,14,61.63,256.85,2.99,14326,1753,16079,중간,1,True,1
산업안전기사,2009,2,건설안전기술,107,점토지반의 토공사에서 흙막이 밖에 있는 흙이 안으로 밀려 들어와 내측흙이 부풀어 오르는 현상은?,text_only,,보일링(boiling),히빙(heaving),파이핑(piping),액상화,2,,,Claude Sonnet 4,282,54,14,62.07,259.6,2.98,14474,1758,16232,중간,2,True,2
산업안전기사,2009,3,안전관리론,16,다음 중 산업안전보건법상 '화학물질 취급장소에서의 유해?위험 경고'에 사용되는 안전?보건표지의 색도기준으로 옳은 것은?,text_only,O,7.5R 4/14,2.5Y 8/12,7.5PB 2.5/7.5,5G 5.5/6,1,,KSA 0062 기술표준원 고시 제2008-0759,Claude Sonnet 4,282,55,14,62.5,261.89,2.98,14642,1763,16405,중간,1,True,1
산업안전기사,2009,3,인간공학 및 시스템안전공학,28,다음 중 동작경제의 원칙으로 틀린 것은?,text_only,,가능한 한 관성을 이용하여 작업을 한다.,공구의 기능을 결합하여 사용하도록 한다.,휴식시간을 제외하고는 양손이 같이 쉬도록 한다.,작업자가 작업 중에 자세를 변경할 수 있도록 한다.,3,,,Claude Sonnet 4,282,56,14,62.92,264.06,2.97,14831,1768,16599,중간,3,True,3
산업안전기사,2009,3,기계위험방지기술,57,휴대용 동력 드릴 작업 시 안전사항에 관한 설명으로 틀린 것은?,text_only,O,드릴의 손잡이를 견고하게 잡고 작업하여 드릴손잡이 부위가 회전하지 않고 확실하게 제어 가능하도록 한다.,절삭하기 위하여 구멍에 드릴날을 넣거나 뺄 때 반발에 의하여 손잡이 부분이 튀거나 회전하여 위험을 초래하지 않도록 팔을 드릴과 직선으로 유지한다.,드릴이나 리머를 고정시키거나 제거하고자 할 때 금속성 망치 등을 사용하여 확실히 고정 또는 제거한다.,드릴을 구멍에 맞추거나 스핀들의 속도를 낮추기 위해서 드릴날을 손으로 잡아서는 안된다.,3,,KOSHA GUIDE(M - 95 - 2012) 휴대용 동력드릴의 사용안전에 관한 기술지침,Claude Sonnet 4,282,57,14,63.33,266.95,2.97,15198,1773,16971,중간,3,True,3
산업안전기사,2009,3,화학설비위험방지기술,91,다음 중 위험물의 취급에 관한 설명으로 틀린 것은?,text_only,,모든 폭발성 물질은 석유류에 침지시켜 보관해야 한다.,압력이 높을수록 인화성 물질의 발화지연이 짧아진다.,가스 누설의 우려가 있는 장소에서의 점화원의 철저한 관리가 필요하다.,도전성이 나쁜 액체는 접지를 통한 정전기 방전 조치를 취한다.,1,,,Claude Sonnet 4,282,58,14,63.74,269.4,2.96,15425,1778,17203,중간,1,True,1
산업안전기사,2010,1,안전관리론,2,종업원 1000명이 근무하는 S 사업장의 강도율이 0.40이었다. 이 사업장에서 연간 재해발생으로 인한 근로손실일 수는 총 몇일인가?,text_only,,480,720,960,1440,3,,,Claude Sonnet 4,282,58,15,63.04,272.69,2.96,15566,1878,17444,중간,N/A,False,"강도율 공식을 사용하여 계산하겠습니다.

강도율 = (총 근로손실일수 / 총 근로시간수) × 1,000

주어진 정보:
- 종업원 수: 1,000명
- 강도율: 0.40
- 연간 근로시간: 1"
산업안전기사,2010,1,인간공학 및 시스템안전공학,33,결함수분석법에서 특정 조합의 기본사상들이 모두 결함으로 발생하였을 때 시스템의 고장사상을 일으키는 기본사상의 집합을 무엇이라 하는가?,text_only,,Cut sets,Path sets,Minimal cut set,Minimal path sets,1,,,Claude Sonnet 4,282,59,15,63.44,275.31,2.96,15713,1883,17596,중간,1,True,1
산업안전기사,2010,1,기계위험방지기술,56,아세틸렌 충전작업 중 고려해야 할 안전사항으로 틀린 것은?,text_only,,"충전은 서서히 하며, 여러 회로 나누지 않고 1회에 끝내야 한다.",충전 중의 압력은 온도에 관계없이 25kgf/cm² 이하로 한다.,충전 후의 압력은 15℃에서 15.5kgf/cm² 이하로 한다.,충전 후 24시간동안 정치한다.,1,,,Claude Sonnet 4,282,59,16,62.77,279.13,2.97,15932,1981,17913,중간,N/A,False,"1

아세틸렌 충전작업에서는 안전을 위해 충전을 여러 회로 나누어 서서히 실시해야 합니다. 1회에 끝내는 것이 아니라 단계적으로 충전하는 것이 올바른 안전사항입니다."
산업안전기사,2010,1,전기위험방지기술,75,접지 목적에 따른 접지종류와 접지공사법 모두 맞는 것은?,text_only,O,"계통접지 - 고압전로와 저압전로가 혼촉되는 특별한 경우의 감전이나 화재방지, 제1종 접지공사","기기접지 - 누전되고 있는 기기에 접촉되었을 때의 감전방지, 제2종 접지공사","피뢰기 접지 - 낙뇌로부터 전기 기기의 손상을 방지, 10Ω 이하인 특별 3종 접지공사","등전위 접지 - 병원에 있어서 의료기기 사용 시의 안전을 꾀하기 위함, 0.1Ω 이하 접지공사",4,,KEC,Claude Sonnet 4,282,59,17,62.11,282.47,2.97,16234,2081,18315,중간,N/A,False,"각 선택지를 검토해보겠습니다.

1. 계통접지 - 고압전로와 저압전로가 혼촉되는 특별한 경우의 감전이나 화재방지, 제1종 접지공사
   - 목적은 맞지만, 계통접지는 제3종 접"
산업안전기사,2010,1,화학설비위험방지기술,97,"처음 온도가 20℃ 인 공기를 절대압력 1기압에서 3기압으로 단열압축하면 최종온도는 약 몇 도인가? (단, 공기의 비열비 1.4 이다.)",text_only,,68℃,75℃,128℃,164℃,3,,,Claude Sonnet 4,282,59,18,61.46,285.99,2.98,16386,2181,18567,중간,N/A,False,"단열압축 과정에서 온도와 압력의 관계는 다음 공식을 사용합니다:

T₂/T₁ = (P₂/P₁)^((γ-1)/γ)

주어진 조건:
- T₁ = 20℃ = 293.15 K
- P₁ ="
산업안전기사,2010,2,인간공학 및 시스템안전공학,18,다음 중 Off Job Training에 관한 설명으로 옳은 것은?,text_only,,개개인에게 적절한 지도훈련이 가능하다.,훈련에 필요한 업무의 계속성이 끊어지지 않는다.,각 직장의 근로자가 지식이나 경험을 교류할 수 있다.,직장의 실정에 맞게 실제적 훈련이 가능하다.,3,,,Claude Sonnet 4,282,60,18,61.86,288.54,2.97,16580,2186,18766,중간,3,True,3
산업안전기사,2010,2,인간공학 및 시스템안전공학,25,다음 중 상황해석을 잘못하거나 틀린 목표를 착각하여 행하는 인간의 실수는?,text_only,,착오(Mistake),실수(Slip),건망증(Lapse),위반(Violation),1,,,Claude Sonnet 4,282,61,18,62.24,291.89,2.98,16713,2191,18904,중간,1,True,1
산업안전기사,2010,2,전기위험방지기술,80,"정전용량 C=20[?F], 방전시 전압 V=2[kV]일 때 정전 에너지[J]는 얼마인가?",text_only,,40,80,400,800,1,,,Claude Sonnet 4,282,61,19,61.62,294.9,2.98,16829,2291,19120,중간,N/A,False,"정전 에너지를 구하는 공식을 사용하겠습니다.

정전 에너지 공식: W = ½CV²

주어진 값:
- C = 20 μF = 20 × 10⁻⁶ F
- V = 2 kV = 2,000 V

계산:
W = ½"
산업안전기사,2010,2,화학설비위험방지기술,89,다음 중 소화약제로 사용되는 이산화탄소에 관한 설명으로 틀린 것은?,text_only,,사용 후에 오염의 영향이 거의 없다.,장시간 저장하여도 변화가 없다.,"보통 일반화재에 주로 사용되며, 억제소화효과를 이용한다.",자체 증기압이 높으므로 자체 압력으로도 방사가 가능하다.,3,,,Claude Sonnet 4,282,61,20,61.0,299.08,2.99,17031,2391,19422,중간,N/A,False,"3

이산화탄소 소화약제는 일반화재(A급 화재)에는 적합하지 않습니다. 이산화탄소는 주로 전기화재(C급)나 액체화재(B급)에 사용되며, 질식소화효과를 이용합니다. 억제소화효과가"
산업안전기사,2010,2,건설안전기술,99,"대기압하의 직경이 2m인 물탱크에 탱크 바닥에서부터 2m 높이까지의 물이 들어있다. 이 탱크의 바닥에서 0.5m 위 지점에 직경이 1cm인 작은 구멍이 나서 물이 새어 나오고 있다. 구멍의 위치까지 물이 모두 새어나오는데 필요한 시간은 약 얼마인가? (단, 탱크의 대기압은 0 이며, 배출계수는 0.61로 한다.)",text_only,,2.0 시간,5.6 시간,11.6 시간,16.1 시간,3,,,Claude Sonnet 4,282,61,21,60.4,302.8,3.0,17299,2491,19790,중간,N/A,False,"이 문제는 토리첼리의 법칙을 이용한 물탱크 배수 문제입니다.

주어진 조건:
- 탱크 직경: 2m (반지름 1m)
- 초기 물 높이: 2m
- 구멍 위치: 바닥에서 0.5"
산업안전기사,2010,2,건설안전기술,104,건설공사 중 물체의 낙하 또는 비래에 의하여 재해가 발생할 위험이 있을 때 이에 대한 방지대책으로 가장 거리가 먼 것은?,text_only,,낙하물 방지망 또는 방호선반을 설치한다.,출입금지구역을 설정하여 출입통제를 한다.,안전난간을 설치한다.,보호구를 착용하고 작업하도록 한다.,3,,,Claude Sonnet 4,282,62,21,60.78,305.07,2.99,17507,2496,20003,중간,3,True,3
산업안전기사,2010,3,안전관리론,6,학습이론 중 자극과 반응의 이론이라 볼 수 없는 것은?,text_only,,Kohler의 통찰성(Insight Theory),Thorndike의 시행착오설(Trial and Error Theory),Pavlov의 조건반사설(Classical Conditioning Theory),Skinner의 조작적 조건화설(Operant Conditioning Theory),1,,,Claude Sonnet 4,282,63,21,61.17,307.29,2.98,17666,2501,20167,중간,1,True,1
산업안전기사,2010,3,기계위험방지기술,52,연삭숫돌의 상부를 사용하는 것을 목적으로 하는 탁상용 연삭기의 안전덮개 노출각도로 다음 중 가장 적절한 것은?,text_only,,90° 이내,65° 이상,60° 이내,125° 이내,3,,,Claude Sonnet 4,282,64,21,61.54,309.66,2.98,17817,2506,20323,중간,3,True,3
산업안전기사,2010,3,화학설비위험방지기술,92,"공기 중 아세톤의 농도가 200ppm(TVL500ppm), 메틸에틸케론(MEK)의 농도가 100ppm(TVL 200ppm)일 때 혼합물질의 허용농도는 약 몇 ppm 인가? (단, 두 물질은 서로 상가작용을 하는 것으로 가정한다.)",text_only,,150,200,270,333,4,,,Claude Sonnet 4,282,64,22,60.95,313.67,2.99,17999,2606,20605,중간,N/A,False,"혼합물질의 상가작용을 계산하는 문제입니다.

상가작용하는 혼합물질의 허용농도는 다음 공식을 사용합니다:

C₁/TLV₁ + C₂/TLV₂ ≤ 1

여기서:
- 아세톤:"
산업안전기사,2010,3,건설안전기술,110,건립 중 강풍에 의한 풍압 등 외압에 대한 내력이 설계에 고려되었는지 확인하여야 하는 철골구조물이 아닌 것은?,text_only,*,높이 20m 이상인 구조물,폭과 높이의 비가 1:4 이상인 구조물,연면적 당 철골량이 50kg/m² 이상인 구조물,이음부가 현장용접인 구조물,3,,,Claude Sonnet 4,282,65,22,61.32,316.07,2.98,18200,2611,20811,중간,3,True,3
산업안전기사,2010,3,건설안전기술,112,말비계를 조립하여 사용할 때의 준수사항으로 옳지 않은 것은?,text_only,O,지주부재의 하단에는 미끄럼 방지장치를 한다.,지주부재와 수평면과의 기울기는 75° 이하로 한다.,말비계의 높이가 2m를 초과할 경우에는 작업발판의 폭을 30cm 이상으로 한다.,지주부재와 지주부재 사이를 고정시키는 보조부재를 설치한다.,3,,안전보건규칙 67조,Claude Sonnet 4,282,65,22,60.75,318.42,2.98,18426,2616,21042,중간,2,False,2
산업안전기사,2011,1,안전관리론,1,"인간의 행동에 관한 레윈(Lewin)의 식, B = f( P·E )에 관한 설명으로 옳은 것은?",text_only,,인간의 개성(P)에는 연령과 지능이 포함되지 않는다.,"인간의 행동(B)은 개인의 능력과 관련이 있으며, 환경과는 무관하다.",인간의 행동(B)은 개인의 자질과 심리학적 환경과의 상호 함수관계에 있다.,"B는 행동, P는 개성, E는 기술을 의미하며 행동은 능력을 기반으로 하는 개성에 따라 나타나는 함수 관계이다.",3,,,Claude Sonnet 4,282,66,22,61.11,320.53,2.97,18705,2621,21326,중간,3,True,3
산업안전기사,2011,1,인간공학 및 시스템안전공학,21,다음 중 예비위험분석(PHA)의 목적으로 가장 적절한 것은?,text_only,,시스템의 구상단계에서 시스템 고유의 위험상태를 식별하여 예상되는 위험수준을 결정하기 위한 것이다.,시스템에서 사고위험성이 정해진 수준이하에 있는 것을 확인하기 위한 것이다.,시스템내의 사고의 발생을 허용레벨까지 줄이고 어떠한 안전상에 필요사항을 결정하기 위한 것이다.,시스템의 모든 사용단계에서 모든 작업에 사용되는 인원 및 설비 등에 관한 위험을 분석하기 위한 것이다.,1,,,Claude Sonnet 4,282,67,22,61.47,322.9,2.96,19008,2626,21634,중간,1,True,1
산업안전기사,2011,1,기계위험방지기술,47,"철강업 등에서 10일 간격으로 10시간 정도의 정기 수리일을 마련하여 대대적인 수리, 수선을 하게 되는데 이와 같이 일정기간마다 설비보전활동을 하는 것을 무엇이라 하는가?",text_only,,사후보전(Break down Maintenance(BM)),시간기준보전(Time Based Maintenance(TBM)),개량보전(Concentration Maintenance(CM)),상태기준보전(Condition Based Maintenance(CBM)),2,,,Claude Sonnet 4,282,68,22,61.82,325.06,2.96,19223,2631,21854,중간,2,True,2
산업안전기사,2011,1,전기위험방지기술,80,내압 방폭구조의 주요 시험항목이 아닌 것은?,text_only,,폭발강도,인화온도,절연시험,기계적 강도시험,3,,,Claude Sonnet 4,282,68,22,61.26,328.13,2.96,19334,2636,21970,중간,2,False,2
산업안전기사,2011,1,화학설비위험방지기술,81,다음 중 분진폭발의 특징을 가장 올바르게 설명한 것은?,text_only,,연소속도가 가스폭발보다 크다.,안전 연소로 가스중독의 위험은 적다.,"가스 폭발보다 연소시간은 짧고, 발생에너지는 적다.",화염의 파급속도보다 압력의 파급속도가 크다.,4,,,Claude Sonnet 4,282,69,22,61.61,331.87,2.96,19520,2641,22161,중간,4,True,4
산업안전기사,2011,1,화학설비위험방지기술,94,"건조설비의 구조를 구조부분, 가열장치, 부속설비로 구분할 때 다음 중 '부속설비'에 속하는 것은?",text_only,,보온판,열원장치,소화장치,철골부,3,,,Claude Sonnet 4,282,70,22,61.95,334.38,2.96,19652,2646,22298,중간,3,True,3
산업안전기사,2011,1,화학설비위험방지기술,95,"다음 중 송풍기의 상사법칙으로 옳은 것은? (단, 송풍기의 크기와 공기의 비중량은 일정하다.)",text_only,,풍압은 회전수에 반비례한다.,풍량은 회전수의 제곱에 비례한다.,소요동력은 회전수의 세제곱에 비례한다.,풍압과 동력은 절대온도에 비례한다.,3,,,Claude Sonnet 4,282,70,23,61.4,338.0,2.96,19848,2746,22594,중간,N/A,False,"송풍기의 상사법칙을 분석해보겠습니다.

송풍기의 상사법칙에서 크기와 공기의 비중량이 일정할 때:

1. 풍량(Q) ∝ 회전수(N)
2. 풍압(H) ∝ 회전수(N)"
산업안전기사,2011,1,화학설비위험방지기술,96,다음 중 공업용 인화성 가스의 저장용기에 관한 설명으로 옳은 것은?,text_only,,아세틸렌가스는 적색으로 도색한 용기를 사용한다.,액화석유가스는 주황색으로 도색한 용기를 사용한다.,액화암모니아가스는 황색으로 도색한 용기를 사용한다.,질소가스는 회색으로 도색한 용기를 사용한다.,4,,,Claude Sonnet 4,282,70,24,60.87,341.86,2.97,20057,2846,22903,중간,N/A,False,"공업용 가스 저장용기의 색상 규정을 확인해보겠습니다.

각 가스별 용기 색상:
1. 아세틸렌가스 - 갈색(적갈색)
2. 액화석유가스(LPG) - 주황색 ✓
3. 액화암모"
산업안전기사,2011,1,건설안전기술,118,다음 중 건물 해체용 기구가 아닌 것은?,text_only,,압쇄기,스크레이퍼,잭,철해머,2,,,Claude Sonnet 4,282,71,24,61.21,345.76,2.98,20161,2851,23012,중간,2,True,2
산업안전기사,2011,2,인간공학 및 시스템안전공학,22,"다음 중 조작상의 과오로 기기의 일부에 고장이 발생하는 경우, 이 부분의 고장으로 인하여 사고가 발생하는 것을 방지하도록 설계하는 방법은?",text_only,,신뢰성 설계,페일 세이프(fail safe) 설계,풀 프루프(fool proof) 설계,사고 방지(accident proof) 설계,2,,,Claude Sonnet 4,282,72,24,61.54,350.28,2.99,20348,2856,23204,중간,2,True,2
산업안전기사,2011,2,기계위험방지기술,42,롤러기 안전장치의 하나인 복부로 조작하는 급정지장치의 위치로서 가장 적당한 것은?,text_only,O,밑면으로부터 1.8m 이내,밑면으로부터 2.0m 이내,밑면으로부터 0.8m 이상 1.1m 이내,밑면으로부터 0.4m 이상 0.6m 이내,3,,,Claude Sonnet 4,282,73,24,61.86,352.58,2.99,20534,2861,23395,중간,3,True,3
산업안전기사,2011,2,전기위험방지기술,61,누전차단기의 구성요소가 아닌 것은?,text_only,,누전 검출부,영상변류기,차단장치,전력퓨즈,4,,,Claude Sonnet 4,282,74,24,62.18,354.76,2.98,20640,2866,23506,중간,4,True,4
산업안전기사,2011,2,건설안전기술,101,"굴착작업에서 지반의 붕괴 또는 매설물, 기타 지하공작물의 손괴 등에 의하여 근로자에게 위험을 미칠 우려가 있을 때 작업장소 및 그 주변에 대한 사전 지반조사사항으로 가장 거리가 먼 것은?",text_only,O,형상ㆍ지질 및 지층의 상태,매설물 등의 유무 또는 상태,지표수의 흐름 상태,균열ㆍ함수ㆍ용수 및 동결의 유무 또는 상태,3,,,Claude Sonnet 4,282,75,24,62.5,356.83,2.97,20889,2871,23760,중간,3,True,3
산업안전기사,2011,2,건설안전기술,113,흙속의 전단응력을 증대시키는 원인에 해당하지 않는 것은?,text_only,,자연 또는 인공에 의한 지하공동의 형성,함수비의 감소에 따른 흙의 단위체적 중량의 감소,"지진, 폭파에 의한 진동 발생",균열내에 작용하는 수압증가,2,,,Claude Sonnet 4,282,76,24,62.81,359.49,2.97,21064,2876,23940,중간,2,True,2
산업안전기사,2011,3,안전관리론,11,다음 중 학습을 자극(Stimulus)에 의한 반응(Response)으로 보는 이론에 해당하는 것은?,text_only,,장설(Field Theory),통찰설(Insight Theory),기호형태설(Sign-gestalt Theory),시행착오설(Trial and Error Theory),4,,,Claude Sonnet 4,282,77,24,63.11,362.37,2.97,21209,2881,24090,중간,4,True,4
산업안전기사,2011,3,안전관리론,16,"다음 중 산업안전보건법에 따라 환기가 극히 불량한 좁은 밀폐된 장소에서 용접작업을 하는 근로자를 대상으로 한 특별 안전ㆍ보건교육내용에 해당하지 않는 것은? (단, 일반적인 안전ㆍ보건에 필요한 사항은 제외한다.)",text_only,O,환기설비에 관한 사항,질식시 응급조치에 관한 사항,"작업순서, 안전작업방법 및 수칙에 관한 사항","폭발 한계점, 발화점 및 인화점 등에 관한 사항",4,,,Claude Sonnet 4,282,78,24,63.41,364.8,2.97,21477,2886,24363,중간,4,True,4
산업안전기사,2011,3,인간공학 및 시스템안전공학,40,다음 중 인간공학의 정의로 가장 적합한 것은?,text_only,,인간의 과오가 시스템에 미치는 영향을 최소화하기 위한 연구분야,"인간, 기계, 물자, 환경으로 구성된 복잡한 체계의 효율을 최대로 활용하기 위하여 인간의 한계 능력을 최대화하는 학문분야","인간, 기계, 물자, 환경으로 구성된 복잡한 체계의 효율을 최대로 활용하기 위하여 인간의 생리적, 심리적 조건을 시스템에 맞추는 학문분야","인간의 특성과 한계 능력을 공학적으로 분석, 평가하여 이를 복잡한 체계의 설계에 응용함으로 효율을 최대로 활용할 수 있도록 하는 학문분야",4,,,Claude Sonnet 4,282,79,24,63.71,366.75,2.96,21823,2891,24714,중간,4,True,4
